go_id	go_term	go_domain	size	genes
GO:0045862	positive regulation of proteolysis	biological_process	52	280686|280730|280750|280794|280943|281004|281040|281237|281251|281663|281770|281993|282691|282705|282846|282857|286771|287025|327682|352960|407122|493720|504437|509977|510524|510767|511077|511144|511298|511711|514773|519729|519974|523039|523609|526585|528142|531436|532569|538238|538465|538639|539431|540412|541236|614967|615565|616066|616818|617104|617441|781996
GO:0045876	positive regulation of sister chromatid cohesion	biological_process	1	519974
GO:0045879	negative regulation of smoothened signaling pathway	biological_process	5	281054|282322|282323|527572|768006
GO:0045880	positive regulation of smoothened signaling pathway	biological_process	1	519372
GO:0045892	negative regulation of transcription, DNA-templated	biological_process	173	280824|280903|280931|280943|280950|280964|281040|281066|281119|281137|281139|281146|281270|281336|281420|281537|281542|281663|281677|281713|281730|281750|281770|281831|281945|281971|281993|282015|282089|282173|282182|282563|282691|282705|282848|282859|282865|282885|286842|286857|287026|326578|327681|338084|360192|404126|407216|407231|408005|414274|414925|504512|505025|505167|505169|505423|505662|505849|506097|506235|506618|506646|506667|506696|506945|507176|507319|507564|508638|508692|510008|510201|510666|510866|510873|511031|511077|512254|512498|512682|512977|513727|514246|514295|514432|514580|514876|514951|514997|515012|515119|515266|515363|515562|515680|515903|515933|516375|516979|517952|518321|519857|519937|520631|521378|521998|522980|523047|523536|523578|524530|524795|525680|526448|526652|527152|528744|530409|530411|532622|532684|533087|533656|533896|536936|537402|537791|538238|538465|538609|538690|538793|538951|539003|539124|539430|539431|539547|539696|540083|540158|540228|540230|540345|540444|540466|540474|540605|613320|613524|613683|613812|614630|614679|614967|615229|615952|616066|616245|616425|616477|617525|664650|767586|767867|767928|768225|768311|777788|784587|786629|789216|100137721
GO:0045893	positive regulation of transcription, DNA-templated	biological_process	247	280722|280756|280784|280795|280799|280822|280824|280825|280826|280840|280847|280903|280943|280964|281053|281073|281096|281139|281160|281187|281237|281240|281246|281250|281251|281298|281335|281336|281343|281416|281542|281605|281637|281663|281667|281713|281715|281770|281814|281838|281854|281855|281867|281938|281945|281948|281993|282011|282089|282182|282187|282307|282308|282375|282376|282382|282522|282527|282563|282691|282707|282863|286771|286852|286857|287026|326578|338446|404126|407175|407216|407231|407239|407769|414274|444867|493720|493729|497018|497024|503577|503622|504512|504523|504742|504784|504831|505025|505169|505251|505422|505423|505540|505662|505702|505722|505849|506235|506605|506618|506967|507176|507790|507878|507897|507905|507984|508055|508541|508692|509072|509107|509473|509493|509500|509694|510059|510184|510376|510757|510873|511077|511224|511268|511446|511596|511899|512254|512648|512682|512881|513010|513208|513326|513531|514246|515266|515299|515367|515652|515834|515903|516375|516874|517743|517952|518601|519217|519992|520313|520757|520800|521194|521378|523578|526343|526448|526585|526652|527152|528135|528386|528390|528744|530393|530409|531602|532393|532936|533001|533224|533382|533499|533643|533656|533661|534003|534041|534228|534273|534579|534582|535628|537195|537412|537703|537706|538474|538609|538951|539003|539124|539420|539430|539431|539496|539519|539527|539584|539888|539938|540191|540245|540444|540464|540488|540605|540818|540846|540949|541236|541250|541255|541303|613320|613683|613751|613879|614069|614212|614253|614276|614292|614876|615187|615289|615436|615447|615499|616148|616245|616425|616438|616539|617943|617969|767910|767928|768039|768207|768225|777788|786629|789216|100125238|100125876|100301340
GO:0045896	regulation of transcription during mitosis	biological_process	1	505662
GO:0045897	positive regulation of transcription during mitosis	biological_process	1	505662
GO:0045898	regulation of RNA polymerase II transcriptional preinitiation complex assembly	biological_process	1	282691
GO:0045901	positive regulation of translational elongation	biological_process	2	444990|519992
GO:0045903	positive regulation of translational fidelity	biological_process	1	533892
GO:0045905	positive regulation of translational termination	biological_process	1	444990
GO:0045906	negative regulation of vasoconstriction	biological_process	1	280713
GO:0045907	positive regulation of vasoconstriction	biological_process	6	280758|281040|281231|281371|281642|526585
GO:0045909	positive regulation of vasodilation	biological_process	1	526525
GO:0045910	negative regulation of DNA recombination	biological_process	4	509625|529922|533115|615510
GO:0045911	positive regulation of DNA recombination	biological_process	6	280822|280824|281237|282089|512207|533245
GO:0045912	negative regulation of carbohydrate metabolic process	biological_process	6	281080|282089|282865|509775|513483|529235
GO:0045913	positive regulation of carbohydrate metabolic process	biological_process	14	280903|281022|281239|281240|281900|282658|282857|287025|407230|506618|507185|512662|525042|533096
GO:0045915	positive regulation of catecholamine metabolic process	biological_process	1	281229
GO:0045916	negative regulation of complement activation	biological_process	3	281035|281651|513856
GO:0045917	positive regulation of complement activation	biological_process	1	525716
GO:0045918	negative regulation of cytolysis	biological_process	1	281095
GO:0045919	positive regulation of cytolysis	biological_process	1	287025
GO:0045920	negative regulation of exocytosis	biological_process	7	280937|282031|282335|282857|327708|508794|515556
GO:0045921	positive regulation of exocytosis	biological_process	14	280964|280965|281066|281247|281783|281897|282029|282226|282858|287026|327687|508510|529760|780806
GO:0045922	negative regulation of fatty acid metabolic process	biological_process	7	282130|353120|408009|511899|519328|531199|538465
GO:0045923	positive regulation of fatty acid metabolic process	biological_process	7	280836|280901|281631|282865|338446|531199|618039
GO:0045924	regulation of female receptivity	biological_process	2	282459|526221
GO:0045926	negative regulation of growth	biological_process	52	280749|280799|280845|280943|281066|281170|281237|281281|281297|281421|281444|281542|281605|281606|281733|281793|281838|281857|281867|282069|282089|282173|282574|287327|327682|338084|404070|404071|407216|414274|444867|444881|504926|505694|506110|507058|510244|510689|513483|514886|515397|526652|530409|534027|534069|534657|537402|539431|540025|541250|613320|767910
GO:0045927	positive regulation of growth	biological_process	44	280685|280804|280827|280964|281191|281270|281296|281350|281419|281663|281713|281718|281889|281915|281938|282132|282375|282376|282382|282419|287026|493729|504523|505694|506235|510141|511671|512254|514832|515397|519165|520625|523536|528100|528453|532120|532936|533794|534069|534137|541099|615712|618292|767928
GO:0045930	negative regulation of mitotic cell cycle	biological_process	25	281061|281542|282048|282089|282370|282419|282420|327679|407216|506176|509793|513727|514564|522810|524530|527124|530393|533115|533842|533993|534811|538238|539003|613474|767586
GO:0045931	positive regulation of mitotic cell cycle	biological_process	31	280722|280989|281050|281137|281240|281250|281251|281751|281848|282001|282375|282376|287026|327679|404181|414925|506962|509613|509694|510618|514209|519974|522980|524530|533951|538238|538951|616028|616245|617943|768244
GO:0045932	negative regulation of muscle contraction	biological_process	10	281216|281345|281495|281605|281972|282095|282682|514876|515161|529760
GO:0045933	positive regulation of muscle contraction	biological_process	5	281685|319094|387602|526585|538783
GO:0045934	negative regulation of nucleobase-containing compound metabolic process	biological_process	211	280824|280903|280931|280943|280950|280964|281040|281066|281119|281137|281139|281146|281270|281336|281420|281537|281542|281663|281677|281713|281730|281749|281750|281770|281831|281945|281958|281971|281993|282001|282015|282018|282089|282170|282173|282182|282296|282370|282563|282691|282705|282848|282859|282865|282885|286842|286857|287026|326578|326588|327681|327699|327712|338084|360192|404126|407178|407216|407231|408005|414274|414346|414925|504506|504512|505025|505167|505169|505423|505650|505662|505849|506097|506176|506235|506618|506646|506667|506696|506889|506945|507066|507176|507319|507486|507564|507828|507897|508638|508692|509473|509625|510008|510201|510376|510666|510866|510873|511031|511077|512254|512320|512498|512682|512977|513483|513727|514246|514295|514387|514432|514580|514876|514951|514997|515012|515119|515266|515363|515562|515594|515680|515903|515933|516375|516979|517952|518321|519857|519937|520580|520631|521378|521998|522980|523047|523536|523578|524530|524795|525680|525756|526448|526652|527152|528744|529235|529922|530409|530411|532622|532684|533087|533115|533656|533896|535190|536936|537402|537791|538238|538465|538609|538690|538793|538951|539003|539124|539430|539431|539547|539696|540083|540158|540228|540230|540345|540444|540466|540474|540605|613320|613524|613683|613812|614630|614679|614967|615229|615510|615637|615692|615952|616066|616245|616425|616433|616477|617525|617969|664650|767586|767867|767928|768225|768311|777788|784587|786629|789216|100137721
GO:0045935	positive regulation of nucleobase-containing compound metabolic process	biological_process	315	280713|280722|280728|280730|280756|280784|280795|280799|280822|280824|280825|280826|280840|280847|280903|280943|280956|280964|281004|281053|281073|281095|281096|281125|281139|281160|281187|281191|281216|281237|281240|281246|281250|281251|281298|281299|281300|281335|281336|281343|281416|281542|281603|281604|281605|281606|281630|281637|281663|281667|281713|281715|281770|281793|281814|281831|281838|281848|281854|281855|281867|281885|281900|281938|281945|281948|281993|282001|282002|282011|282089|282127|282182|282187|282243|282296|282307|282308|282375|282376|282382|282522|282527|282563|282691|282707|282863|286767|286771|286852|286857|287024|287026|326578|326580|327682|338446|404126|407175|407216|407230|407231|407239|407769|414274|444867|493720|493729|497018|497024|503577|503622|504512|504517|504523|504742|504784|504796|504831|505025|505169|505251|505422|505423|505540|505662|505702|505722|505849|505908|506235|506605|506618|506967|507176|507790|507878|507897|507905|507984|507987|508055|508541|508692|509072|509107|509473|509493|509500|509631|509694|510059|510184|510324|510376|510757|510873|511077|511224|511268|511299|511446|511596|511899|512207|512254|512320|512330|512648|512682|512881|513010|513208|513326|513347|513531|513868|513922|513990|514213|514246|514749|514876|515266|515299|515367|515499|515652|515834|515903|515933|516104|516375|516874|517743|517952|518601|518857|519217|519513|519992|520313|520757|520800|521194|521378|523536|523578|525042|526221|526320|526343|526448|526585|526652|527152|528135|528386|528390|528744|529760|530393|530409|531602|532393|532936|533001|533096|533224|533245|533382|533499|533643|533656|533661|534003|534041|534228|534273|534579|534582|535113|535628|537195|537412|537703|537706|538474|538609|538951|539003|539124|539420|539430|539431|539496|539519|539527|539584|539888|539938|540191|540245|540444|540464|540488|540605|540818|540846|540949|540969|541130|541236|541250|541255|541303|613320|613683|613751|613812|613879|614069|614152|614212|614253|614276|614292|614876|615107|615156|615187|615289|615436|615447|615499|616148|616245|616425|616438|616539|617530|617943|617969|767910|767928|768006|768039|768207|768225|777788|786629|789216|100125238|100125876|100301340
GO:0045936	negative regulation of phosphate metabolic process	biological_process	114	280730|280840|280943|281004|281040|281137|281251|281427|281749|281806|281838|281848|281945|281958|281971|281998|282001|282010|282069|282081|282089|282125|282261|282335|282459|282705|282865|286770|286857|286863|327682|327699|338437|352960|404169|407159|407216|414346|504417|504593|504939|505048|505097|505144|505242|505463|505908|505912|506615|506618|507294|508306|508487|509598|510141|510201|510244|510866|511077|511268|512082|512207|512662|512981|513483|513531|514394|514460|514773|515119|515310|516932|517248|518399|519937|519985|520302|522967|525716|526652|527124|528862|529235|532393|532870|533046|533677|533896|534069|535470|538238|538465|539090|539431|539696|540206|540412|540424|541175|574092|613524|614028|614606|614679|615074|615310|616227|616753|617707|617968|618405|780786|785179|100137721
GO:0045937	positive regulation of phosphate metabolic process	biological_process	208	280677|280685|280713|280728|280784|280804|280822|280823|280824|280825|280826|280832|280840|280846|280858|280903|280939|280943|280950|280956|280964|280965|281004|281040|281054|281062|281066|281095|281096|281103|281125|281137|281160|281161|281187|281191|281192|281216|281237|281240|281250|281251|281254|281298|281299|281300|281402|281433|281440|281457|281495|281542|281572|281598|281603|281604|281605|281606|281637|281718|281793|281847|281848|281855|281856|281857|281867|281885|281900|281958|281972|281977|281978|282001|282031|282089|282121|282134|282139|282170|282173|282178|282243|282261|282262|282306|282320|282382|282522|282574|282705|282857|282865|286767|286869|286883|287024|287025|287026|326580|327672|327682|327687|327708|327712|338446|353351|378475|407122|407175|407216|407230|407769|444867|444881|493726|497018|504939|505097|505297|505369|505463|505908|506231|506605|507196|507319|507593|507667|507790|507987|508292|508990|509977|510141|510203|510324|511144|511268|511435|511451|512254|513531|513990|514460|514876|515024|515181|516104|516422|517016|519937|520302|524530|525042|526221|526525|526585|526652|527572|529146|529760|530393|532393|533096|533147|533729|533896|533953|534069|534407|534509|534684|535470|537195|538238|538501|538627|539003|539034|539090|539124|539235|539510|539527|539547|540033|540085|540287|541250|541281|613320|613462|614488|614849|615107|615171|615187|615414|615436|616334|616375|617486|617701|617707|618405|768006|100139484
GO:0045939	negative regulation of steroid metabolic process	biological_process	4	281004|281495|511899|520631
GO:0045940	positive regulation of steroid metabolic process	biological_process	9	280943|281004|281160|281237|281251|281607|281631|505394|768225
GO:0045943	positive regulation of transcription from RNA polymerase I promoter	biological_process	2	517743|526343
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	biological_process	181	280722|280756|280795|280799|280822|280824|280826|280840|280847|280903|280943|281053|281073|281096|281139|281160|281237|281240|281250|281251|281298|281335|281336|281343|281416|281542|281605|281637|281713|281715|281770|281814|281838|281854|281855|281867|281938|281948|281993|282011|282089|282307|282308|282375|282376|282522|282527|282563|282691|282863|286852|286857|326578|338446|404126|407216|407231|407239|407769|414274|444867|493720|493729|497018|497024|503577|503622|504512|504523|504784|504831|505169|505251|505422|505540|505702|505722|505849|506235|506618|506967|507176|507790|507878|507984|508055|508692|509072|509107|509493|509500|510376|510757|510873|511077|511224|511268|511899|512254|512648|512682|513010|513208|513531|514246|515266|515367|515652|515903|516375|517952|518601|519992|520313|520800|521194|521378|523578|526448|526652|527152|528135|528386|528390|528744|530393|531602|532393|532936|533224|533382|533656|533661|534041|534228|534582|535628|537412|537703|538474|538609|538951|539003|539124|539420|539430|539431|539496|539527|539584|540245|540444|540464|540488|540605|540818|540846|541236|541303|613320|614212|614276|614292|614876|615187|615289|615447|615499|616245|616425|616438|617969|767910|767928|768039|777788|786629|789216|100125238|100125876|100301340
GO:0045945	positive regulation of transcription from RNA polymerase III promoter	biological_process	1	541255
GO:0045947	negative regulation of translational initiation	biological_process	6	404130|509613|521926|536619|767925|767937
GO:0045948	positive regulation of translational initiation	biological_process	3	280943|404181|526320
GO:0045954	positive regulation of natural killer cell mediated cytotoxicity	biological_process	6	281856|281857|281897|282376|378475|613356
GO:0045955	negative regulation of calcium ion-dependent exocytosis	biological_process	1	327708
GO:0045956	positive regulation of calcium ion-dependent exocytosis	biological_process	6	280964|280965|281066|281783|287026|508510
GO:0045959	negative regulation of complement activation, classical pathway	biological_process	1	281651
GO:0045964	positive regulation of dopamine metabolic process	biological_process	1	281229
GO:0045974	regulation of translation, ncRNA-mediated	biological_process	5	282127|404130|406231|531886|767937
GO:0045976	negative regulation of mitotic cell cycle, embryonic	biological_process	1	539003
GO:0045978	negative regulation of nucleoside metabolic process	biological_process	4	414346|513483|526652|529235
GO:0045979	positive regulation of nucleoside metabolic process	biological_process	5	338446|407230|511268|525042|533096
GO:0045980	negative regulation of nucleotide metabolic process	biological_process	10	281137|281749|281958|281971|282001|327699|414346|513483|526652|529235
GO:0045981	positive regulation of nucleotide metabolic process	biological_process	38	280713|280728|280903|280956|281004|281125|281191|281216|281298|281299|281300|281603|281604|281605|281606|281793|281900|282001|282243|286767|287024|327682|338446|407230|497018|507790|507987|511268|513990|514876|516104|525042|526221|529760|533096|615107|615187|768006
GO:0045986	negative regulation of smooth muscle contraction	biological_process	6	281216|281345|281495|281605|514876|529760
GO:0045987	positive regulation of smooth muscle contraction	biological_process	5	281685|319094|387602|526585|538783
GO:0045988	negative regulation of striated muscle contraction	biological_process	3	281972|282682|515161
GO:0045990	carbon catabolite regulation of transcription	biological_process	1	407239
GO:0045991	carbon catabolite activation of transcription	biological_process	1	407239
GO:0045992	negative regulation of embryonic development	biological_process	6	282322|282323|407216|505169|539003|768006
GO:0045994	positive regulation of translational initiation by iron	biological_process	1	280943
GO:0045995	regulation of embryonic development	biological_process	19	281631|281860|282069|282322|282323|282865|287026|327682|407216|408000|493729|505169|508692|515310|516209|537703|539003|539430|768006
GO:0046006	regulation of activated T cell proliferation	biological_process	12	280822|280824|281240|281249|281427|281856|281857|282260|282375|282376|282846|493720
GO:0046007	negative regulation of activated T cell proliferation	biological_process	1	281427
GO:0046013	regulation of T cell homeostatic proliferation	biological_process	1	280822
GO:0046015	regulation of transcription by glucose	biological_process	1	407239
GO:0046016	positive regulation of transcription by glucose	biological_process	1	407239
GO:0046031	ADP metabolic process	biological_process	4	280715|280716|281613|517063
GO:0046033	AMP metabolic process	biological_process	8	280715|280716|281613|510949|517063|519017|522529|784089
GO:0046034	ATP metabolic process	biological_process	36	280715|280716|281640|282089|282147|282578|282690|282701|282710|288380|327668|327675|337887|338038|338040|338053|338059|338081|338082|493709|505694|506492|510324|515696|517063|527786|533096|533115|534204|540176|613448|613527|617230|3283879|3283881|3283882
GO:0046036	CTP metabolic process	biological_process	5	404189|519697|534611|615447|767849
GO:0046037	GMP metabolic process	biological_process	5	281229|281971|504305|511969|515837
GO:0046038	GMP catabolic process	biological_process	2	281229|281971
GO:0046039	GTP metabolic process	biological_process	5	281613|404189|517063|534611|615447
GO:0046040	IMP metabolic process	biological_process	7	281183|281229|281951|506343|510949|522529|784089
GO:0046041	ITP metabolic process	biological_process	2	281613|613653
GO:0046049	UMP metabolic process	biological_process	4	281124|281568|519697|533873
GO:0046051	UTP metabolic process	biological_process	4	281613|404189|534611|615447
GO:0046058	cAMP metabolic process	biological_process	4	280713|281601|281603|281971
GO:0046060	dATP metabolic process	biological_process	1	524683
GO:0046061	dATP catabolic process	biological_process	1	524683
GO:0046068	cGMP metabolic process	biological_process	11	281216|281355|281356|281357|281971|281972|282245|282246|282433|282653|508734
GO:0046069	cGMP catabolic process	biological_process	2	281971|281972
GO:0046070	dGTP metabolic process	biological_process	1	524683
GO:0046073	dTMP metabolic process	biological_process	1	507631
GO:0046075	dTTP metabolic process	biological_process	2	507631|613818
GO:0046083	adenine metabolic process	biological_process	2	281229|519017
GO:0046084	adenine biosynthetic process	biological_process	2	281229|519017
GO:0046085	adenosine metabolic process	biological_process	6	280712|281951|504700|507512|512667|515331
GO:0046087	cytidine metabolic process	biological_process	1	539888
GO:0046098	guanine metabolic process	biological_process	1	281229
GO:0046099	guanine biosynthetic process	biological_process	1	281229
GO:0046100	hypoxanthine metabolic process	biological_process	2	280712|281229
GO:0046101	hypoxanthine biosynthetic process	biological_process	2	280712|281229
GO:0046102	inosine metabolic process	biological_process	2	280712|512667
GO:0046103	inosine biosynthetic process	biological_process	2	280712|512667
GO:0046104	thymidine metabolic process	biological_process	1	281124
GO:0046110	xanthine metabolic process	biological_process	1	280960
GO:0046112	nucleobase biosynthetic process	biological_process	8	280712|281183|281229|281568|509002|509965|519017|533873
GO:0046113	nucleobase catabolic process	biological_process	3	280960|281124|533746
GO:0046121	deoxyribonucleoside catabolic process	biological_process	2	281124|534558
GO:0046125	pyrimidine deoxyribonucleoside metabolic process	biological_process	1	281124
GO:0046127	pyrimidine deoxyribonucleoside catabolic process	biological_process	1	281124
GO:0046128	purine ribonucleoside metabolic process	biological_process	88	280712|280715|280716|280808|280817|280997|281092|281141|281181|281229|281543|281590|281613|281640|281951|281971|281998|282089|282147|282578|282690|282701|282710|287019|288380|327668|327675|337887|338038|338040|338053|338059|338081|338082|404148|404189|407109|407159|493709|504305|504700|505694|506492|506544|507476|507512|508158|508170|508345|508683|508778|510324|510749|510949|511969|512667|515067|515263|515331|515696|515837|517063|518158|519017|522529|527786|532231|533096|533115|533785|534204|534599|534611|534734|534918|538583|540176|540303|541078|613448|613527|614177|615447|617230|784089|3283879|3283881|3283882
GO:0046129	purine ribonucleoside biosynthetic process	biological_process	45	280712|280715|280716|280997|281229|281590|281613|281640|281998|282089|282578|282690|282701|282710|327668|327675|337887|338038|338040|338053|338081|404189|493709|504305|506492|508778|510324|510749|510949|511969|512667|515696|517063|519017|522529|534611|534918|540176|541078|614177|615447|617230|784089|3283881|3283882
GO:0046130	purine ribonucleoside catabolic process	biological_process	5	280712|281229|281971|512667|538583
GO:0046131	pyrimidine ribonucleoside metabolic process	biological_process	10	281124|281568|281613|404189|519697|533873|534611|539888|615447|767849
GO:0046132	pyrimidine ribonucleoside biosynthetic process	biological_process	8	281124|281568|404189|519697|533873|534611|615447|767849
GO:0046133	pyrimidine ribonucleoside catabolic process	biological_process	1	539888
GO:0046134	pyrimidine nucleoside biosynthetic process	biological_process	8	281124|281568|404189|519697|533873|534611|615447|767849
GO:0046135	pyrimidine nucleoside catabolic process	biological_process	2	281124|539888
GO:0046136	positive regulation of vitamin metabolic process	biological_process	3	280943|281237|281251
GO:0046137	negative regulation of vitamin metabolic process	biological_process	1	520631
GO:0046146	tetrahydrobiopterin metabolic process	biological_process	3	530736|533836|618084
GO:0046148	pigment biosynthetic process	biological_process	21	280712|280761|280951|281158|281183|281229|281298|281487|282105|282182|327699|404192|505694|509002|509684|510679|517811|519017|613527|613802|615999
GO:0046149	pigment catabolic process	biological_process	2	281650|513221
GO:0046160	heme a metabolic process	biological_process	1	517811
GO:0046164	alcohol catabolic process	biological_process	17	281004|281618|281865|282346|504948|505097|505300|505987|508591|508629|508954|511469|532663|536810|613320|616031|618855
GO:0046165	alcohol biosynthetic process	biological_process	28	281004|281156|281206|281631|281767|281865|282384|360197|407159|503684|505060|505394|505792|509394|509958|511268|511291|511899|513533|514293|514745|515773|516287|518283|532797|537812|614165|616694
GO:0046168	glycerol-3-phosphate catabolic process	biological_process	1	525042
GO:0046173	polyol biosynthetic process	biological_process	6	281206|281865|509394|518283|532797|614165
GO:0046174	polyol catabolic process	biological_process	8	281865|504948|505987|508591|508954|536810|616031|618855
GO:0046184	aldehyde biosynthetic process	biological_process	2	512573|514168
GO:0046185	aldehyde catabolic process	biological_process	7	505515|506001|506308|511268|511469|535653|618607
GO:0046189	phenol-containing compound biosynthetic process	biological_process	19	280707|280758|280761|280762|280951|281298|281413|281487|282105|282182|282857|404192|505169|515950|534069|540245|613527|615999|100137721
GO:0046203	spermidine catabolic process	biological_process	1	444988
GO:0046204	nor-spermidine metabolic process	biological_process	1	359722
GO:0046209	nitric oxide metabolic process	biological_process	5	282876|287024|338036|533836|537391
GO:0046218	indolalkylamine catabolic process	biological_process	2	510602|530397
GO:0046292	formaldehyde metabolic process	biological_process	2	505515|535653
GO:0046294	formaldehyde catabolic process	biological_process	2	505515|535653
GO:0046295	glycolate biosynthetic process	biological_process	1	511268
GO:0046314	phosphocreatine biosynthetic process	biological_process	1	286822
GO:0046320	regulation of fatty acid oxidation	biological_process	5	282130|338446|519328|531199|541085
GO:0046321	positive regulation of fatty acid oxidation	biological_process	2	338446|531199
GO:0046322	negative regulation of fatty acid oxidation	biological_process	3	282130|519328|531199
GO:0046323	glucose import	biological_process	3	281125|282356|509863
GO:0046324	regulation of glucose import	biological_process	9	280903|280943|281239|282307|282865|508990|510480|511510|537195
GO:0046325	negative regulation of glucose import	biological_process	2	280943|510480
GO:0046326	positive regulation of glucose import	biological_process	6	280903|281239|282307|282865|508990|537195
GO:0046328	regulation of JNK cascade	biological_process	24	280943|281103|281137|281250|281251|281806|281848|282069|282522|287026|444867|444881|504939|505463|528315|528862|529146|533729|538627|539124|539431|540085|541175|618405
GO:0046329	negative regulation of JNK cascade	biological_process	5	281806|282069|528862|539431|541175
GO:0046330	positive regulation of JNK cascade	biological_process	17	280943|281103|281137|281250|281251|282522|287026|444867|444881|504939|505463|529146|533729|538627|539124|540085|618405
GO:0046332	SMAD binding	molecular_function	15	280795|281994|282182|282188|282382|286857|326578|407231|510376|515834|521378|538284|539003|539431|540488
GO:0046337	phosphatidylethanolamine metabolic process	biological_process	4	282139|505332|506381|510274
GO:0046339	diacylglycerol metabolic process	biological_process	4	404129|407225|505394|777597
GO:0046340	diacylglycerol catabolic process	biological_process	1	505394
GO:0046341	CDP-diacylglycerol metabolic process	biological_process	6	282137|497202|507456|511614|514330|614834
GO:0046348	amino sugar catabolic process	biological_process	9	281962|282645|286869|504781|507597|508132|516214|521401|522919
GO:0046349	amino sugar biosynthetic process	biological_process	1	530101
GO:0046351	disaccharide biosynthetic process	biological_process	2	281781|281894
GO:0046355	mannan catabolic process	biological_process	1	281909
GO:0046364	monosaccharide biosynthetic process	biological_process	19	280808|280910|281444|281543|282855|286812|338471|369023|504948|508954|510978|513483|514066|514346|515266|525042|538710|540959|618607
GO:0046365	monosaccharide catabolic process	biological_process	4	523154|534402|617564|618607
GO:0046368	GDP-L-fucose metabolic process	biological_process	1	281177
GO:0046370	fructose biosynthetic process	biological_process	1	508954
GO:0046379	extracellular polysaccharide metabolic process	biological_process	1	281220
GO:0046385	deoxyribose phosphate biosynthetic process	biological_process	2	507631|613818
GO:0046386	deoxyribose phosphate catabolic process	biological_process	3	512320|524683|534558
GO:0046390	ribose phosphate biosynthetic process	biological_process	58	280713|280715|280716|281124|281183|281216|281229|281355|281356|281357|281568|281590|281601|281603|281613|281640|282089|282245|282246|282433|282578|282653|282690|282701|282710|327668|327675|337887|338038|338040|338053|338081|404189|493709|504305|506343|506492|508734|508778|510324|510749|510949|511969|515696|517063|519017|519697|522529|533873|534611|540176|615447|617230|767849|781227|784089|3283881|3283882
GO:0046391	5-phosphoribose 1-diphosphate metabolic process	biological_process	1	781227
GO:0046394	carboxylic acid biosynthetic process	biological_process	95	280726|280843|280858|280869|280887|280910|280924|281124|281137|281152|281199|281206|281410|281564|281590|281643|281998|282019|282021|282023|282139|282324|282354|282851|282852|286812|286858|286886|319094|327702|353120|353301|414732|444988|493638|493639|497025|504987|505103|505323|505809|506001|507130|507290|507991|508345|508809|509209|509326|509819|510602|511268|511749|511961|512526|512771|513530|513537|514028|514209|514346|515270|515925|517539|521822|523867|525072|525340|525563|530865|533020|533630|534107|534296|534734|535630|537539|539159|539606|539672|613869|613886|614096|614105|615552|615764|617001|617293|617419|618607|618814|782922|789567|100125237|100126042
GO:0046395	carboxylic acid catabolic process	biological_process	60	280719|280969|281092|281206|281643|281748|281785|281811|282130|282865|286886|287024|317723|319141|505005|505094|505315|505968|506001|506888|507597|508132|508542|508724|508929|509002|509102|509209|509459|509863|510440|510583|510602|511957|512002|512070|513996|514346|514493|514598|514832|515563|515950|516058|516214|520865|521401|530397|533481|535883|539188|540337|540868|615106|615205|618607|767970|768074|768242|100126042
GO:0046398	UDP-glucuronate metabolic process	biological_process	1	281564
GO:0046404	ATP-dependent polydeoxyribonucleotide 5'-hydroxyl-kinase activity	molecular_function	1	506507
GO:0046415	urate metabolic process	biological_process	4	514113|518364|536203|538710
GO:0046416	D-amino acid metabolic process	biological_process	2	514493|525340
GO:0046425	regulation of JAK-STAT cascade	biological_process	22	280784|280822|280824|280826|280832|280840|281040|281095|281237|281856|281857|282081|327712|338437|378475|511582|526585|534509|539547|540412|613462|616753
GO:0046426	negative regulation of JAK-STAT cascade	biological_process	6	281040|282081|338437|511582|540412|616753
GO:0046427	positive regulation of JAK-STAT cascade	biological_process	16	280784|280822|280824|280826|280832|280840|281095|281237|281856|281857|327712|378475|526585|534509|539547|613462
GO:0046434	organophosphate catabolic process	biological_process	27	280752|281229|281363|281865|281971|281972|281987|282438|327693|505097|505300|505394|506308|510772|512320|524683|525042|525072|532663|534558|536810|541291|613653|614103|617720|618855|768242
GO:0046437	D-amino acid biosynthetic process	biological_process	1	525340
GO:0046439	L-cysteine metabolic process	biological_process	1	514462
GO:0046440	L-lysine metabolic process	biological_process	4	506888|508929|509102|520865
GO:0046449	creatinine metabolic process	biological_process	1	282376
GO:0046456	icosanoid biosynthetic process	biological_process	18	280858|281137|282019|282021|282023|282139|286858|319094|493638|493639|507130|509326|511749|525072|613869|615552|617001|782922
GO:0046457	prostanoid biosynthetic process	biological_process	12	280858|281137|282019|282021|282023|286858|319094|493638|493639|509326|617001|782922
GO:0046460	neutral lipid biosynthetic process	biological_process	4	282609|404129|407225|777597
GO:0046461	neutral lipid catabolic process	biological_process	8	280843|281004|286879|408009|505283|505394|508493|768242
GO:0046463	acylglycerol biosynthetic process	biological_process	4	282609|404129|407225|777597
GO:0046464	acylglycerol catabolic process	biological_process	8	280843|281004|286879|408009|505283|505394|508493|768242
GO:0046466	membrane lipid catabolic process	biological_process	6	281349|504468|505097|505300|510772|533357
GO:0046467	membrane lipid biosynthetic process	biological_process	19	407222|505097|505233|507080|507290|509680|509745|510483|513258|514374|515306|534097|539223|540520|540994|613886|614165|616044|768052
GO:0046469	platelet activating factor metabolic process	biological_process	2	282513|511291
