go_id	go_term	go_domain	size	genes
GO:0051172	negative regulation of nitrogen compound metabolic process	biological_process	4	3478271|3478556|3480138|3480325
GO:0051179	localization	biological_process	187	3475413|3475449|3475476|3475478|3475528|3475529|3475550|3475573|3475634|3475849|3475850|3475950|3476053|3476142|3476173|3476175|3476378|3476382|3476383|3476392|3476470|3476600|3476611|3476659|3476793|3476799|3476800|3476948|3477021|3477022|3477024|3477025|3477026|3477027|3477028|3477029|3477030|3477031|3477058|3477060|3477066|3477173|3477287|3477312|3477441|3477465|3477478|3477481|3477534|3477535|3477536|3477537|3477605|3477623|3477812|3477813|3477860|3477861|3478028|3478029|3478030|3478042|3478043|3478044|3478045|3478046|3478081|3478082|3478083|3478119|3478120|3478121|3478225|3478237|3478238|3478239|3478240|3478263|3478300|3478301|3478308|3478420|3478421|3478499|3478527|3478684|3478685|3478686|3478688|3478742|3478888|3478974|3479045|3479060|3479085|3479090|3479096|3479097|3479144|3479145|3479146|3479169|3479172|3479230|3479382|3479383|3479384|3479444|3479445|3479446|3479447|3479457|3479459|3479566|3479574|3479684|3479685|3479712|3479751|3479758|3479766|3479767|3479768|3479770|3479950|3480143|3480192|3480228|3480229|3480271|3480294|3480295|3480296|3480297|3480298|3480318|3480330|3480400|3480410|3480453|3480454|3480455|3480458|3480461|3480462|3480463|3480485|3480527|3480585|3480586|3480587|3480588|3480589|3480590|3480592|3480728|3480730|3480736|3480737|3480738|3480751|3480752|3480799|3480800|3480801|3480806|3480829|3480965|3481011|3481012|3481013|3481040|3481125|3481130|3481144|3481193|3481205|3481234|3481269|3481282|3481283|3481284|3481286|3481299|3481301|3481439|3481441
GO:0051181	cofactor transport	biological_process	6	3477287|3477534|3477535|3477536|3477537|3479770
GO:0051184	cofactor transporter activity	molecular_function	6	3477287|3477534|3477535|3477536|3477537|3479770
GO:0051186	cofactor metabolic process	biological_process	139	3475466|3475510|3475522|3475526|3475527|3475530|3475569|3475610|3475795|3475806|3475807|3475848|3475977|3475978|3476029|3476326|3476380|3476387|3476388|3476389|3476390|3476391|3476634|3476828|3476917|3476927|3476929|3476959|3476960|3476993|3476994|3476995|3476998|3476999|3477000|3477002|3477091|3477092|3477271|3477397|3477488|3477489|3477490|3477735|3477747|3477828|3477883|3477973|3478075|3478078|3478180|3478228|3478259|3478330|3478352|3478358|3478413|3478438|3478440|3478478|3478637|3478724|3478725|3478738|3478743|3478761|3479032|3479187|3479208|3479443|3479545|3479561|3479564|3479600|3479628|3479672|3479673|3479674|3479676|3479677|3479686|3479714|3479793|3479821|3479837|3479838|3479847|3480006|3480032|3480033|3480045|3480046|3480047|3480048|3480049|3480061|3480062|3480064|3480065|3480099|3480153|3480156|3480158|3480160|3480176|3480187|3480191|3480218|3480240|3480255|3480278|3480304|3480337|3480339|3480352|3480357|3480372|3480373|3480422|3480475|3480476|3480539|3480627|3480668|3480711|3480861|3480962|3481016|3481018|3481046|3481099|3481100|3481182|3481183|3481246|3481420|3481422|3481431|3481440
GO:0051187	cofactor catabolic process	biological_process	2	3478743|3479600
GO:0051188	cofactor biosynthetic process	biological_process	103	3475466|3475510|3475522|3475526|3475527|3475530|3475569|3475795|3475806|3475807|3475848|3476029|3476326|3476380|3476387|3476388|3476389|3476390|3476391|3476634|3476917|3476927|3476929|3476959|3476960|3476993|3476994|3476995|3476998|3476999|3477000|3477002|3477091|3477092|3477271|3477397|3477488|3477489|3477490|3477735|3477747|3477828|3477973|3478259|3478352|3478358|3478440|3478478|3478637|3478761|3479032|3479187|3479443|3479545|3479561|3479564|3479628|3479672|3479673|3479674|3479677|3479686|3479714|3479821|3479837|3479838|3479847|3480032|3480045|3480046|3480047|3480048|3480049|3480160|3480187|3480191|3480218|3480240|3480255|3480304|3480337|3480339|3480352|3480357|3480372|3480373|3480422|3480475|3480476|3480539|3480627|3480668|3480861|3481016|3481018|3481046|3481099|3481100|3481182|3481183|3481246|3481420|3481431
GO:0051189	prosthetic group metabolic process	biological_process	15	3476959|3476960|3476993|3476994|3476995|3476998|3476999|3477000|3477002|3477488|3477489|3477490|3478358|3479561|3480187
GO:0051191	prosthetic group biosynthetic process	biological_process	1	3480187
GO:0051192	prosthetic group binding	molecular_function	4	3478350|3480190|3481068|3481069
GO:0051213	dioxygenase activity	molecular_function	25	3475887|3476139|3476149|3476259|3476260|3476262|3476280|3476301|3476741|3477130|3477376|3478139|3478140|3479450|3479777|3479787|3479788|3480128|3480597|3480731|3480862|3481337|3481341|3481342|3481343
GO:0051234	establishment of localization	biological_process	185	3475413|3475449|3475476|3475478|3475528|3475529|3475550|3475573|3475634|3475849|3475850|3475950|3476053|3476142|3476173|3476175|3476378|3476382|3476383|3476392|3476470|3476600|3476611|3476659|3476793|3476799|3476800|3476948|3477021|3477022|3477024|3477025|3477026|3477027|3477028|3477029|3477030|3477031|3477058|3477060|3477066|3477173|3477287|3477312|3477441|3477465|3477478|3477481|3477534|3477535|3477536|3477537|3477605|3477623|3477812|3477813|3477860|3477861|3478028|3478029|3478030|3478042|3478043|3478044|3478045|3478046|3478081|3478082|3478083|3478119|3478120|3478121|3478225|3478237|3478238|3478263|3478300|3478301|3478308|3478420|3478421|3478499|3478527|3478684|3478685|3478686|3478688|3478742|3478888|3478974|3479045|3479060|3479085|3479090|3479096|3479097|3479144|3479145|3479146|3479169|3479172|3479230|3479382|3479383|3479384|3479444|3479445|3479446|3479447|3479457|3479459|3479566|3479574|3479684|3479685|3479712|3479751|3479758|3479766|3479767|3479768|3479770|3479950|3480143|3480192|3480228|3480229|3480271|3480294|3480295|3480296|3480297|3480298|3480318|3480330|3480400|3480410|3480453|3480454|3480455|3480458|3480461|3480462|3480463|3480485|3480527|3480585|3480586|3480587|3480588|3480589|3480590|3480592|3480728|3480730|3480736|3480737|3480738|3480751|3480752|3480799|3480800|3480801|3480806|3480829|3480965|3481011|3481012|3481013|3481040|3481125|3481130|3481144|3481193|3481205|3481234|3481269|3481282|3481283|3481284|3481286|3481299|3481301|3481439|3481441
GO:0051235	maintenance of location	biological_process	2	3478239|3478240
GO:0051238	sequestering of metal ion	biological_process	2	3478239|3478240
GO:0051246	regulation of protein metabolic process	biological_process	8	3476067|3477442|3478270|3478929|3481159|3481160|3481267|3481402
GO:0051248	negative regulation of protein metabolic process	biological_process	3	3476067|3481159|3481160
GO:0051252	regulation of RNA metabolic process	biological_process	492	3475332|3475348|3475350|3475373|3475376|3475378|3475381|3475391|3475394|3475412|3475430|3475434|3475444|3475472|3475492|3475498|3475502|3475507|3475513|3475516|3475518|3475531|3475539|3475543|3475548|3475554|3475555|3475566|3475589|3475600|3475603|3475607|3475615|3475627|3475632|3475644|3475654|3475660|3475664|3475665|3475668|3475712|3475738|3475759|3475773|3475777|3475789|3475810|3475814|3475826|3475839|3475850|3475852|3475878|3475889|3475907|3475909|3475920|3475947|3475950|3475958|3475966|3475981|3475989|3476017|3476040|3476076|3476109|3476116|3476134|3476138|3476145|3476156|3476160|3476172|3476183|3476187|3476191|3476201|3476203|3476212|3476214|3476222|3476225|3476228|3476232|3476239|3476254|3476261|3476265|3476276|3476282|3476284|3476302|3476324|3476327|3476347|3476354|3476371|3476375|3476400|3476404|3476409|3476411|3476416|3476455|3476457|3476462|3476471|3476483|3476488|3476492|3476496|3476555|3476565|3476574|3476585|3476593|3476598|3476602|3476612|3476618|3476632|3476639|3476646|3476699|3476704|3476710|3476715|3476718|3476719|3476723|3476724|3476739|3476763|3476780|3476786|3476790|3476792|3476810|3476831|3476842|3476877|3476901|3476919|3476928|3476931|3476944|3476973|3476974|3476979|3476990|3476996|3477010|3477057|3477071|3477086|3477109|3477123|3477135|3477136|3477170|3477174|3477180|3477196|3477220|3477227|3477237|3477238|3477240|3477241|3477250|3477254|3477282|3477295|3477299|3477316|3477321|3477323|3477325|3477334|3477364|3477370|3477377|3477385|3477387|3477388|3477394|3477408|3477415|3477417|3477441|3477454|3477504|3477520|3477581|3477582|3477599|3477600|3477632|3477633|3477639|3477659|3477690|3477691|3477698|3477705|3477706|3477721|3477722|3477731|3477734|3477737|3477740|3477753|3477757|3477770|3477791|3477792|3477795|3477796|3477803|3477811|3477833|3477840|3477847|3477853|3477856|3477874|3477889|3477901|3477903|3477908|3477919|3477920|3477939|3477969|3477974|3477985|3477993|3477997|3478000|3478041|3478054|3478057|3478085|3478099|3478109|3478126|3478127|3478134|3478169|3478191|3478212|3478218|3478225|3478232|3478242|3478303|3478318|3478322|3478325|3478329|3478338|3478357|3478361|3478383|3478393|3478398|3478417|3478425|3478426|3478449|3478483|3478486|3478496|3478509|3478531|3478540|3478569|3478587|3478594|3478601|3478608|3478616|3478631|3478643|3478646|3478650|3478655|3478667|3478672|3478674|3478676|3478677|3478684|3478696|3478698|3478706|3478726|3478735|3478740|3478741|3478754|3478801|3478808|3478812|3478820|3478845|3478855|3478868|3478871|3478876|3478890|3478913|3478916|3478929|3478930|3478938|3478939|3478940|3478947|3478973|3478979|3479012|3479026|3479036|3479043|3479072|3479087|3479091|3479098|3479181|3479198|3479214|3479221|3479224|3479227|3479229|3479247|3479263|3479280|3479287|3479299|3479301|3479310|3479319|3479324|3479331|3479346|3479354|3479377|3479391|3479401|3479407|3479410|3479415|3479429|3479451|3479460|3479495|3479515|3479517|3479518|3479523|3479550|3479573|3479575|3479590|3479598|3479602|3479605|3479607|3479611|3479622|3479630|3479670|3479694|3479701|3479740|3479741|3479771|3479772|3479776|3479785|3479789|3479803|3479813|3479860|3479906|3479926|3479994|3480010|3480015|3480038|3480042|3480055|3480067|3480076|3480077|3480085|3480092|3480119|3480123|3480132|3480138|3480159|3480181|3480183|3480226|3480234|3480236|3480263|3480265|3480292|3480303|3480316|3480323|3480325|3480368|3480374|3480395|3480399|3480410|3480414|3480440|3480478|3480497|3480512|3480518|3480529|3480530|3480571|3480577|3480583|3480608|3480632|3480638|3480677|3480690|3480715|3480720|3480721|3480735|3480739|3480740|3480748|3480767|3480793|3480795|3480802|3480805|3480817|3480822|3480846|3480847|3480853|3480869|3480887|3480893|3480916|3480928|3480940|3480972|3480990|3481022|3481048|3481093|3481126|3481184|3481199|3481203|3481208|3481256|3481279|3481306|3481319|3481321|3481330|3481338|3481344|3481345|3481350|3481354|3481358|3481361|3481376|3481386|3481401|3481407|3481438|3481458
GO:0051253	negative regulation of RNA metabolic process	biological_process	2	3480138|3480325
GO:0051266	sirohydrochlorin ferrochelatase activity	molecular_function	1	3478259
GO:0051276	chromosome organization	biological_process	12	3477260|3477261|3477472|3477574|3477640|3477645|3477849|3478437|3480441|3480604|3481136|3481139
GO:0051287	NAD binding	molecular_function	4	3476023|3476537|3477624|3479525
GO:0051301	cell division	biological_process	2	3478264|3479472
GO:0051536	iron-sulfur cluster binding	molecular_function	4	3477002|3477727|3478285|3479371
GO:0051537	2 iron, 2 sulfur cluster binding	molecular_function	1	3479371
GO:0051539	4 iron, 4 sulfur cluster binding	molecular_function	3	3477002|3477727|3478285
GO:0051540	metal cluster binding	molecular_function	4	3477002|3477727|3478285|3479371
GO:0051596	methylglyoxal catabolic process	biological_process	2	3476286|3476309
GO:0051604	protein maturation	biological_process	6	3477481|3477560|3479685|3480230|3480231|3480701
GO:0051649	establishment of localization in cell	biological_process	43	3475550|3476382|3476392|3477021|3477022|3477024|3477025|3477026|3477027|3477028|3477029|3477030|3477031|3477465|3477481|3478263|3478499|3479096|3479384|3479566|3479684|3479685|3479712|3479767|3479768|3480229|3480318|3480453|3480454|3480455|3480458|3480461|3480462|3480463|3480730|3481011|3481012|3481013|3481040|3481282|3481283|3481284|3481286
GO:0051704	multi-organism process	biological_process	13	3475696|3476424|3476439|3476847|3476931|3478499|3479169|3479685|3479737|3480393|3480611|3480760|3481211
GO:0051716	cellular response to stimulus	biological_process	38	3475380|3475783|3476629|3476841|3476964|3477484|3477580|3477642|3477686|3478074|3478565|3478578|3478782|3479009|3479083|3479112|3479113|3479261|3479486|3479487|3479512|3479699|3479744|3479748|3479849|3479942|3480217|3480242|3480421|3480427|3480433|3480441|3480472|3480949|3481324|3481325|3481326|3481408
GO:0051723	protein methylesterase activity	molecular_function	3	3477604|3477869|3478912
GO:0051726	regulation of cell cycle	biological_process	1	3475403
GO:0051748	UTP-monosaccharide-1-phosphate uridylyltransferase activity	molecular_function	1	3476292
GO:0051903	S-(hydroxymethyl)glutathione dehydrogenase activity	molecular_function	2	3479134|3479154
GO:0051920	peroxiredoxin activity	molecular_function	1	3480643
GO:0051921	adenosylcobyric acid synthase (glutamine-hydrolyzing) activity	molecular_function	1	3478545
GO:0051983	regulation of chromosome segregation	biological_process	1	3479760
GO:0051989	coproporphyrinogen dehydrogenase activity	molecular_function	2	3476634|3480218
GO:0051998	protein carboxyl O-methyltransferase activity	molecular_function	3	3476837|3477870|3478909
GO:0052592	oxidoreductase activity, acting on CH or CH2 groups, with an iron-sulfur protein as acceptor	molecular_function	1	3479365
GO:0052646	alditol phosphate metabolic process	biological_process	2	3479061|3479281
GO:0052689	carboxylic ester hydrolase activity	molecular_function	9	3477604|3477869|3478143|3478190|3478591|3478724|3478912|3479569|3481003
GO:0052745	inositol phosphate phosphatase activity	molecular_function	1	3479380
GO:0052803	imidazole-containing compound metabolic process	biological_process	20	3475456|3475457|3475458|3477747|3478434|3480551|3480941|3480952|3480953|3480955|3480956|3480989|3480992|3480997|3480998|3481000|3481001|3481014|3481015|3481161
GO:0052805	imidazole-containing compound catabolic process	biological_process	7	3480941|3480989|3480992|3480997|3480998|3481000|3481001
GO:0052834	inositol monophosphate phosphatase activity	molecular_function	1	3479380
GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	cellular_component	4	3480296|3480799|3480800|3480801
GO:0055065	metal ion homeostasis	biological_process	2	3479180|3481298
GO:0055070	copper ion homeostasis	biological_process	1	3481298
GO:0055072	iron ion homeostasis	biological_process	1	3479180
GO:0055076	transition metal ion homeostasis	biological_process	2	3479180|3481298
GO:0055080	cation homeostasis	biological_process	2	3479180|3481298
GO:0055082	cellular chemical homeostasis	biological_process	2	3479180|3481298
GO:0055085	transmembrane transport	biological_process	64	3475550|3475634|3476173|3476600|3477021|3477022|3477024|3477025|3477026|3477027|3477028|3477029|3477030|3477031|3477066|3477623|3477812|3477813|3477860|3477861|3478028|3478029|3478030|3478300|3478301|3478527|3479144|3479145|3479146|3479230|3479382|3479383|3479444|3479445|3479446|3479447|3479767|3479768|3479950|3480143|3480400|3480453|3480454|3480455|3480458|3480461|3480462|3480463|3480585|3480586|3480587|3480588|3480589|3480590|3480592|3480730|3480965|3481011|3481012|3481013|3481125|3481205|3481269|3481284
GO:0055086	nucleobase-containing small molecule metabolic process	biological_process	106	3475689|3475750|3475795|3475938|3475959|3475977|3475978|3476032|3476050|3476292|3476631|3476826|3476828|3477091|3477092|3477200|3477339|3477361|3477396|3477461|3477487|3477626|3477635|3477636|3477637|3477638|3477747|3477774|3477828|3477883|3478075|3478078|3478087|3478180|3478277|3478330|3478354|3478432|3478438|3478559|3478560|3478565|3478595|3478639|3478724|3478725|3478738|3478761|3478919|3479197|3479208|3479266|3479351|3479386|3479542|3479676|3479686|3479714|3479816|3479847|3479881|3479921|3479922|3480006|3480096|3480153|3480156|3480158|3480160|3480191|3480205|3480206|3480240|3480267|3480278|3480304|3480403|3480422|3480426|3480495|3480496|3480585|3480586|3480587|3480588|3480589|3480590|3480592|3480595|3480895|3480896|3480897|3480898|3480962|3481134|3481162|3481182|3481183|3481254|3481255|3481308|3481413|3481414|3481422|3481431|3481440
GO:0055114	oxidation-reduction process	biological_process	147	3475342|3475493|3475509|3475564|3475642|3475646|3475729|3475740|3475803|3475813|3475895|3475904|3475928|3475968|3476165|3476166|3476168|3476210|3476252|3476291|3476295|3476296|3476336|3476453|3476558|3476640|3476641|3476642|3476712|3476840|3476920|3476983|3477004|3477005|3477140|3477142|3477165|3477246|3477281|3477418|3477420|3477464|3477470|3477538|3477539|3477541|3477554|3477593|3477609|3477610|3477611|3477612|3477613|3477614|3477615|3477616|3477658|3477703|3477725|3477727|3477877|3477906|3477925|3477945|3477953|3477956|3477958|3477980|3478003|3478053|3478265|3478282|3478283|3478284|3478285|3478286|3478287|3478288|3478289|3478290|3478291|3478292|3478293|3478571|3478576|3478833|3478957|3479257|3479258|3479371|3479414|3479442|3479448|3479488|3479489|3479490|3479525|3479584|3479663|3479692|3479702|3479752|3479755|3479756|3479861|3479914|3480007|3480009|3480107|3480109|3480110|3480111|3480163|3480175|3480241|3480354|3480369|3480405|3480417|3480473|3480474|3480508|3480626|3480653|3480655|3480660|3480661|3480663|3480667|3480683|3480712|3480713|3480714|3480849|3480911|3480964|3480981|3481024|3481073|3481151|3481181|3481204|3481342|3481343|3481353|3481385|3481398
GO:0060089	molecular transducer activity	molecular_function	220	3475356|3475381|3475471|3475472|3475551|3475552|3475553|3475554|3475611|3475710|3475711|3475712|3475733|3475789|3475790|3475812|3475957|3475958|3475962|3475981|3475982|3476016|3476075|3476077|3476131|3476224|3476225|3476226|3476254|3476255|3476318|3476329|3476334|3476335|3476337|3476338|3476340|3476358|3476457|3476461|3476462|3476499|3476506|3476565|3476566|3476592|3476593|3476623|3476624|3476764|3476918|3476919|3476941|3476943|3476944|3476966|3477078|3477083|3477136|3477143|3477158|3477219|3477220|3477228|3477236|3477237|3477254|3477286|3477322|3477323|3477324|3477325|3477364|3477365|3477369|3477408|3477415|3477530|3477601|3477603|3477604|3477618|3477628|3477766|3477768|3477769|3477770|3477810|3477811|3477866|3477867|3477868|3477871|3477872|3477966|3478084|3478085|3478092|3478106|3478107|3478108|3478109|3478213|3478305|3478411|3478417|3478418|3478445|3478532|3478568|3478569|3478570|3478588|3478589|3478593|3478594|3478601|3478609|3478610|3478659|3478684|3478685|3478705|3478734|3478735|3478745|3478819|3478820|3478827|3478828|3478907|3478910|3478911|3478913|3479055|3479058|3479129|3479162|3479188|3479195|3479213|3479214|3479246|3479247|3479263|3479286|3479287|3479298|3479299|3479306|3479330|3479331|3479406|3479407|3479452|3479460|3479461|3479515|3479516|3479529|3479601|3479613|3479614|3479622|3479669|3479701|3479737|3479818|3480010|3480015|3480016|3480039|3480073|3480084|3480085|3480151|3480194|3480195|3480196|3480197|3480198|3480199|3480319|3480374|3480398|3480478|3480479|3480484|3480531|3480608|3480610|3480689|3480690|3480722|3480780|3480781|3480783|3480793|3480794|3480869|3480870|3480893|3480894|3480968|3480969|3480986|3481009|3481080|3481098|3481163|3481219|3481253|3481263|3481264|3481276|3481279|3481289|3481296|3481362|3481435
GO:0060255	regulation of macromolecule metabolic process	biological_process	506	3475332|3475348|3475350|3475373|3475376|3475378|3475381|3475391|3475394|3475412|3475430|3475434|3475444|3475472|3475492|3475498|3475502|3475507|3475513|3475516|3475518|3475531|3475539|3475543|3475548|3475554|3475555|3475566|3475589|3475600|3475603|3475607|3475615|3475627|3475632|3475644|3475654|3475660|3475664|3475665|3475668|3475712|3475738|3475759|3475773|3475777|3475789|3475810|3475814|3475826|3475839|3475850|3475852|3475878|3475889|3475907|3475909|3475920|3475947|3475950|3475958|3475966|3475981|3475989|3476015|3476017|3476040|3476067|3476076|3476109|3476116|3476134|3476138|3476145|3476156|3476160|3476172|3476183|3476187|3476191|3476201|3476203|3476212|3476214|3476222|3476225|3476228|3476232|3476239|3476254|3476261|3476265|3476276|3476282|3476284|3476302|3476324|3476327|3476347|3476354|3476371|3476375|3476400|3476404|3476409|3476411|3476416|3476455|3476457|3476462|3476471|3476483|3476488|3476492|3476496|3476555|3476565|3476574|3476585|3476593|3476598|3476602|3476612|3476618|3476632|3476639|3476646|3476699|3476704|3476710|3476715|3476718|3476719|3476723|3476724|3476739|3476763|3476780|3476786|3476790|3476792|3476810|3476831|3476842|3476877|3476901|3476919|3476928|3476931|3476944|3476973|3476974|3476979|3476990|3476996|3477010|3477057|3477071|3477086|3477109|3477123|3477135|3477136|3477170|3477174|3477180|3477196|3477220|3477227|3477237|3477238|3477240|3477241|3477250|3477254|3477282|3477295|3477299|3477316|3477321|3477323|3477325|3477334|3477364|3477370|3477377|3477385|3477387|3477388|3477394|3477408|3477415|3477417|3477441|3477442|3477454|3477504|3477520|3477581|3477582|3477599|3477600|3477632|3477633|3477639|3477659|3477690|3477691|3477698|3477705|3477706|3477721|3477722|3477731|3477734|3477737|3477740|3477753|3477757|3477770|3477791|3477792|3477795|3477796|3477803|3477811|3477833|3477840|3477847|3477853|3477856|3477874|3477889|3477901|3477903|3477908|3477919|3477920|3477939|3477969|3477974|3477985|3477993|3477997|3478000|3478041|3478054|3478057|3478085|3478099|3478109|3478126|3478127|3478134|3478169|3478191|3478212|3478218|3478225|3478232|3478242|3478270|3478271|3478303|3478318|3478322|3478325|3478329|3478338|3478357|3478361|3478383|3478393|3478398|3478417|3478425|3478426|3478449|3478483|3478486|3478496|3478509|3478531|3478540|3478556|3478569|3478587|3478594|3478601|3478608|3478616|3478631|3478643|3478646|3478650|3478655|3478667|3478672|3478674|3478676|3478677|3478684|3478696|3478698|3478706|3478726|3478735|3478740|3478741|3478754|3478801|3478808|3478812|3478820|3478845|3478855|3478868|3478871|3478876|3478890|3478913|3478916|3478929|3478930|3478938|3478939|3478940|3478947|3478973|3478979|3479012|3479026|3479036|3479043|3479072|3479087|3479091|3479098|3479181|3479198|3479214|3479221|3479224|3479227|3479229|3479247|3479263|3479280|3479287|3479299|3479301|3479310|3479319|3479324|3479331|3479346|3479354|3479377|3479391|3479401|3479407|3479410|3479415|3479429|3479451|3479460|3479495|3479515|3479517|3479518|3479523|3479550|3479573|3479575|3479590|3479598|3479602|3479605|3479607|3479611|3479622|3479630|3479670|3479694|3479701|3479740|3479741|3479771|3479772|3479776|3479785|3479789|3479803|3479813|3479860|3479906|3479926|3479994|3480010|3480015|3480038|3480042|3480055|3480067|3480076|3480077|3480085|3480092|3480119|3480123|3480132|3480138|3480159|3480181|3480183|3480226|3480234|3480236|3480263|3480265|3480292|3480303|3480316|3480323|3480325|3480368|3480374|3480395|3480399|3480410|3480414|3480440|3480478|3480497|3480512|3480518|3480529|3480530|3480571|3480577|3480583|3480601|3480608|3480632|3480638|3480677|3480690|3480715|3480720|3480721|3480735|3480739|3480740|3480748|3480767|3480793|3480795|3480802|3480805|3480817|3480822|3480846|3480847|3480853|3480869|3480876|3480887|3480893|3480916|3480928|3480940|3480965|3480972|3480990|3481021|3481022|3481048|3481093|3481126|3481159|3481160|3481184|3481199|3481203|3481208|3481256|3481267|3481279|3481306|3481319|3481321|3481330|3481338|3481344|3481345|3481350|3481354|3481358|3481361|3481376|3481386|3481401|3481402|3481407|3481438|3481458
GO:0060589	nucleoside-triphosphatase regulator activity	molecular_function	1	3481409
GO:0060590	ATPase regulator activity	molecular_function	1	3481409
GO:0061134	peptidase regulator activity	molecular_function	2	3476067|3478122
GO:0061505	DNA topoisomerase II activity	molecular_function	4	3478437|3480604|3481136|3481139
GO:0061542	3-demethylubiquinone-n 3-O-methyltransferase activity	molecular_function	1	3478440
GO:0061678	Entner-Doudoroff pathway	biological_process	3	3475613|3478723|3478737
GO:0065003	macromolecular complex assembly	biological_process	15	3476636|3476920|3477464|3477536|3477538|3477539|3477540|3477541|3477608|3477636|3477940|3480662|3480667|3481157|3481198
